loc_rowid,sy_snum,sy_pnum,sy_mnum,cb_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_metratio,st_lum,st_logg,st_age,st_rotp,glat,glon,sy_pmdec,sy_dist,sy_plx
3574,1,1,0,0,21.81293494,0.149500,3.110,9.85000,1.800000,0.000000,28.50,639,0,,5440.00,0.86,0.90,[Fe/H],-0.233,4.53,4.680,,8.83378,73.74718,-7.4693400,991.3360000,0.9813810
3575,2,1,0,0,15.37563332,0.112100,10.180,73.80000,0.384000,0.000000,31.64,600,0,,4881.00,0.72,0.76,[Fe/H],-0.427,4.61,4.470,,16.89476,70.14768,-2.8438000,1151.5100000,0.8407650
3576,1,1,0,0,6.36584161,0.065900,2.800,8.25000,2.070000,0.000000,206.44,914,0,,5700.00,0.95,0.97,[Fe/H],-0.078,4.47,4.070,,11.41789,72.70698,-9.5629900,1023.0600000,0.9493660
3577,1,1,0,0,3.04033042,0.037400,9.210,62.30000,0.438000,0.000000,499.06,1021,0,,5181.00,0.80,0.84,[Fe/H],-0.159,4.57,4.470,,6.15922,76.04946,-0.1212810,842.9470000,1.1584800
3578,1,1,0,0,4.19042557,0.053500,6.140,31.30000,0.743000,0.000000,607.52,1234,0,,5903.00,1.08,1.06,[Fe/H],0.151,4.39,3.980,,10.15154,74.17127,-8.4389100,1416.4400000,0.6781300
3579,1,1,0,0,3.70987065,0.047100,4.130,16.00000,1.250000,0.000000,472.24,1151,0,,5513.00,0.88,0.92,[Fe/H],-0.025,4.52,4.370,,16.82858,71.28544,-10.1971000,1277.3300000,0.7544560
3580,1,1,0,0,16.32976218,0.125500,3.680,13.10000,1.440000,0.000000,172.56,727,0,,5612.00,0.91,0.94,[Fe/H],0.388,4.50,4.270,,13.59929,72.65360,-3.8871500,1995.5700000,0.4718860
3581,1,1,0,0,27.80756293,0.171100,14.110,,,0.000000,22.24,554,0,,5330.00,0.78,0.81,[Fe/H],0.475,4.58,4.570,,8.02966,75.62569,-2.5069100,2089.7000000,0.4521960
3582,1,1,0,0,4.88548920,0.060670,18.181,140.16303,0.140000,0.000000,1375.11,1630,0,,5933.00,1.97,1.36,[Fe/H],0.696,3.98,2.900,,13.46280,72.47780,-20.9495000,922.5620000,1.0554500
3583,1,1,0,0,80.87206390,0.357700,5.990,30.00000,0.767000,0.000000,12.07,452,0,,5692.00,0.96,0.98,[Fe/H],0.230,4.47,4.370,,14.63554,72.47787,-3.4292800,1491.7600000,0.6416310
3584,1,1,0,0,10.35533177,0.089500,2.840,8.45000,2.030000,0.000000,75.62,777,0,,5343.00,0.84,0.88,[Fe/H],-0.276,4.54,4.470,,13.40611,73.11839,5.3959900,774.1520000,1.2631700
3585,1,1,0,0,10.52629406,0.088000,9.170,61.80000,0.440000,0.000000,88.91,713,0,,5419.00,0.86,0.90,[Fe/H],-0.159,4.53,4.470,,10.13841,74.77781,-6.9169400,992.0710000,0.9801450
3586,1,1,0,0,4.58352176,0.053500,8.200,51.10000,0.509000,0.000000,373.11,1038,0,,6185.00,1.27,1.18,[Fe/H],0.067,4.29,2.690,,6.71348,76.79525,0.6093060,1156.8300000,0.8374360
3587,1,1,0,0,3.76182115,0.047000,2.610,7.32000,2.260000,0.000000,514.12,1121,0,,5616.00,0.96,0.97,[Fe/H],0.036,4.46,5.130,,17.38918,71.60711,-6.8007400,1228.8300000,0.7853950
3588,1,1,0,0,56.05605380,0.232000,2.110,5.10000,2.980000,0.000000,0.73,265,0,,3722.00,0.51,0.53,[Fe/H],-1.385,4.75,3.890,20.09,13.13184,73.44989,-18.2242000,276.8810000,3.5838100
3589,1,1,0,0,41.40831347,0.216200,13.170,,,0.000000,15.01,453,0,,5394.00,0.84,0.87,[Fe/H],-0.218,4.54,4.790,,11.67494,74.30997,-0.4700780,886.6670000,1.0994900
3590,1,1,0,0,2.23749275,0.032500,1.330,2.33000,5.440000,0.000000,336.67,1160,0,,5099.00,0.76,0.80,[Fe/H],-0.501,4.58,4.900,,12.92363,73.89376,0.0906038,591.7760000,1.6611500
3591,1,1,0,0,3.16789194,0.042600,2.930,8.91000,1.950000,0.000000,684.76,1221,0,,5692.00,0.96,0.97,[Fe/H],0.037,4.47,4.370,,10.43247,75.25343,1.8066100,1394.2200000,0.6895240
3592,1,1,0,0,16.08524954,0.117300,2.920,8.85000,1.950000,0.000000,28.22,613,0,,5071.00,0.77,0.80,[Fe/H],-0.481,4.58,4.900,,11.63797,74.82489,4.6463400,664.8430000,1.4757800
3593,1,1,0,0,4.34728553,0.052400,1.880,4.19000,3.470000,0.000000,710.87,1174,0,,5611.00,0.91,0.94,[Fe/H],0.265,4.50,4.170,,11.87064,75.06752,-3.6049800,1448.3400000,0.6619010
3594,1,1,0,0,23.58914398,0.142900,3.410,11.50000,1.590000,0.000000,15.57,487,0,,5222.00,0.80,0.84,[Fe/H],-0.499,4.56,4.370,,8.36869,77.10690,-21.0272000,624.5750000,1.5729200
3595,1,2,0,0,21.02247699,0.137800,3.410,11.50000,1.590000,0.000000,15.80,521,0,,5148.00,0.78,0.84,[Fe/H],-0.484,4.58,3.310,,10.05381,76.28323,-9.9367800,872.4930000,1.1193800
3596,1,2,0,0,226.89047000,0.673200,4.850,21.00000,1.010000,0.000000,0.66,236,0,,5148.00,0.78,0.84,[Fe/H],-0.484,4.58,3.310,,10.05381,76.28323,-9.9367800,872.4930000,1.1193800
3597,1,1,0,0,7.41114100,0.074800,2.480,6.71000,2.420000,0.000000,228.28,905,0,,5785.00,0.99,0.98,[Fe/H],0.085,4.44,3.800,,9.61971,76.62730,-7.9468200,1089.8700000,0.8895720
3598,1,1,0,0,8.09888799,0.083200,9.670,67.60000,0.411000,0.000000,484.01,986,0,,5995.00,1.12,1.09,[Fe/H],0.460,4.37,3.550,,18.32302,72.84822,-0.1341520,2083.3700000,0.4506000
3599,1,1,0,0,10.00652995,0.093300,3.750,13.50000,1.410000,0.000000,181.41,876,0,,5871.00,1.04,1.04,[Fe/H],0.165,4.42,3.980,,17.72650,73.20413,-6.4043500,1327.4400000,0.7247630
3600,1,2,0,0,10.37168453,0.087300,2.900,8.75000,1.970000,0.000000,42.49,720,0,,5099.00,0.78,0.83,[Fe/H],-0.504,4.58,4.570,,13.19467,75.17704,-4.1048900,635.0090000,1.5461800
3601,1,2,0,0,3.96999000,0.046000,1.393,2.52000,5.120000,0.000000,229.37,992,0,,5012.00,0.74,0.83,[Fe/H],-0.504,4.62,6.200,,13.19467,75.17704,-4.1048900,635.0090000,1.5461800
3602,1,1,0,0,4.40840023,0.052000,2.420,6.44000,2.500000,0.000000,398.00,1139,0,,5485.00,0.85,0.88,[Fe/H],0.604,4.53,4.370,,11.50324,75.99435,-7.0757300,2805.4800000,0.3262210
3603,1,1,0,0,2.05234990,0.032200,16.560,41600.00000,50.300000,0.000000,1324.20,1497,0,,6191.00,1.30,1.18,[Fe/H],0.134,4.28,2.570,,7.37548,78.46264,-9.6679600,1302.3300000,0.7401220
3604,1,1,0,0,5.00731778,0.055600,8.520,54.50000,0.484000,0.000000,234.28,998,0,,5777.00,0.98,0.99,[Fe/H],0.448,4.45,3.980,,10.09763,77.35144,-8.4205200,2497.5100000,0.3726230
3605,1,1,0,0,4.70832654,0.053900,8.410,53.40000,0.493000,0.000000,384.56,1162,0,,5618.00,0.92,0.95,[Fe/H],0.032,4.49,3.630,,8.28944,78.70250,-0.7397510,1065.3700000,0.9111500
3606,1,1,0,0,5.39202539,0.058300,2.640,7.46000,2.230000,0.000000,138.75,850,0,,5075.00,0.78,0.82,[Fe/H],-0.362,4.58,4.900,,17.58273,74.49933,-28.0234000,926.5980000,1.0515000
3607,1,2,0,0,4.09357325,0.051400,2.630,7.41000,2.240000,0.000000,414.60,1182,0,,5863.00,1.05,1.03,[Fe/H],-0.039,4.41,4.370,,13.78052,76.24955,-9.0080000,1239.5000000,0.7784950
3608,1,2,0,0,105.14474900,0.447100,2.820,8.35000,2.050000,0.000000,5.48,401,0,,5863.00,1.05,1.03,[Fe/H],-0.039,4.41,4.370,,13.78052,76.24955,-9.0080000,1239.5000000,0.7784950
3609,1,1,0,0,4.08227507,0.047900,12.190,,,0.000000,251.48,1016,0,,5539.00,0.89,0.92,[Fe/H],-0.172,4.51,4.570,,17.38113,74.78088,-10.3924000,1071.8000000,0.7263755
3610,1,1,0,0,3.31494634,0.043300,3.290,10.80000,1.670000,0.000000,339.40,1155,0,,5437.00,0.86,0.90,[Fe/H],-0.223,4.53,4.370,,11.83709,77.47560,-7.3012600,853.1190000,1.1439900
3611,1,1,0,0,39.64317811,0.215000,10.630,79.40000,0.363000,0.000000,10.97,472,0,,5363.00,0.84,0.88,[Fe/H],-0.313,4.54,4.370,,18.00185,74.70380,5.0079900,758.4690000,1.2899100
3612,1,1,0,0,21.80451088,0.140600,3.260,10.70000,1.700000,0.000000,25.30,543,0,,5452.00,0.85,0.88,[Fe/H],-0.319,4.53,4.470,,12.98527,77.00796,7.1237100,762.0810000,1.2837400
3613,1,1,0,0,5.15448442,0.054600,2.530,6.94000,2.350000,0.000000,176.69,964,0,,5441.00,0.86,0.89,[Fe/H],-0.317,4.53,4.790,,11.06917,78.15281,2.5269400,831.8420000,1.1740900
3614,1,1,0,0,5.74347727,0.062500,3.340,11.10000,1.640000,0.000000,484.51,982,0,,5660.00,0.93,0.95,[Fe/H],0.227,4.49,4.070,,13.48226,77.02592,-7.2002300,1765.2300000,0.5377090
3615,1,1,0,0,3.16635371,0.043200,3.580,12.50000,1.500000,0.000000,1089.55,1273,0,,5633.00,0.91,0.94,[Fe/H],0.261,4.50,4.270,,16.65485,75.93249,-7.5451000,1921.1500000,0.4911000
3616,1,2,0,0,6.49168281,0.069400,12.330,,,0.000000,418.80,1219,0,,5620.00,1.41,1.05,[Fe/H],0.236,4.16,9.500,,17.24014,75.87400,-1.4879200,1935.0400000,0.4872430
3617,1,2,0,0,2.85188338,0.039970,1.569,3.09000,4.390000,0.000000,903.77,1607,0,,5620.00,1.41,1.05,[Fe/H],0.236,4.16,9.500,,17.24014,75.87400,-1.4879200,1935.0400000,0.4872430
3618,1,1,0,0,3.85560355,0.050500,13.880,,,0.000000,456.70,1212,0,,5849.00,1.06,1.03,[Fe/H],0.035,4.41,3.800,,10.35870,79.15173,-6.3578400,1257.1600000,0.7677550
3619,1,2,0,0,9.46781405,0.069100,2.180,5.39000,2.860000,0.000000,8.56,407,0,,3631.00,0.46,0.49,[Fe/H],-1.375,4.79,4.470,,18.56374,75.77244,-52.6457000,174.8260000,5.6912000
3620,1,2,0,0,0.89304124,0.014300,1.270,2.15000,5.770000,0.000000,199.85,893,0,,3631.00,0.46,0.49,[Fe/H],-1.375,4.79,4.470,,18.56374,75.77244,-52.6457000,174.8260000,5.6912000
3621,1,1,0,0,20.83424726,0.148300,2.820,8.35000,2.050000,0.000000,24.51,595,0,,5418.00,0.86,0.90,[Fe/H],-0.298,4.53,4.270,,12.61070,78.36431,-0.1837370,916.7060000,1.0625300
3622,1,1,0,0,6.10485286,0.058300,3.560,12.40000,1.510000,0.000000,89.25,784,0,,5326.00,0.78,0.85,[Fe/H],0.374,4.59,2.340,,10.17880,79.78237,1.4539200,1157.2100000,0.8356470
3623,1,1,0,0,11.51516988,0.096500,2.950,9.01000,1.930000,0.000000,32.68,657,0,,5107.00,0.80,0.85,[Fe/H],-0.517,4.57,4.370,,18.01603,76.22744,-22.5370000,695.0590000,1.4104200
3624,1,1,0,0,3.60147201,0.042800,2.930,8.91000,1.950000,0.000000,233.03,996,0,,5217.00,0.81,0.86,[Fe/H],-0.350,4.56,4.270,,17.56485,76.41857,-0.8469420,1005.4300000,0.9664260
3625,1,1,0,0,28.59915399,0.142200,1.960,4.50000,3.280000,0.000000,2.30,298,0,,3813.00,0.48,0.51,[Fe/H],-1.301,4.77,3.890,,13.55465,78.48381,-19.8763000,205.1180000,4.8465200
3626,1,1,0,0,24.58721573,0.155200,2.500,6.80000,2.390000,0.000000,27.64,530,0,,5327.00,0.82,0.86,[Fe/H],-0.213,4.55,4.570,,16.31317,77.37763,5.5116500,1113.6500000,0.8696160
3627,1,1,0,0,12.53248465,0.105400,3.320,11.00000,1.650000,0.000000,115.96,775,0,,5601.00,0.90,0.93,[Fe/H],0.018,4.51,4.270,,14.73989,78.09236,1.0492500,1370.6500000,0.7009830
3628,1,1,0,0,7.34071100,0.078100,10.760,200.22000,0.880000,0.000000,337.68,1078,0,F8 V,6000.00,1.12,1.18,[Fe/H],0.332,4.44,0.800,,10.52134,74.22740,-4.7320000,1177.5500000,0.8207930
3629,1,1,0,0,3.58410122,0.046200,4.570,18.90000,1.090000,0.000000,432.87,1131,0,,5438.00,0.87,0.91,[Fe/H],-0.123,4.52,4.790,,17.05193,77.20505,-3.4590800,1442.0200000,0.6648610
3630,1,1,0,0,7.03902374,0.074400,2.970,9.11000,1.910000,0.000000,461.99,1051,0,,6129.00,1.24,1.16,[Fe/H],0.332,4.31,3.160,,15.15521,77.94558,-4.7055500,1661.8700000,0.5728060
3631,1,1,0,0,8.36086824,0.074400,3.240,10.60000,1.710000,0.000000,38.10,690,0,,4642.00,0.71,0.76,[Fe/H],-0.692,4.62,2.570,,18.76200,76.62996,11.7484000,489.2530000,2.0154000
3632,2,1,0,0,3.17926292,0.041800,1.210,1.92000,5.960000,0.000000,397.25,1101,0,,5486.00,0.85,0.94,[Fe/H],-0.176,4.55,1.860,,9.56351,76.40070,-2.3935600,278.9870000,3.5557500
3633,1,1,0,0,12.06222443,0.099300,1.620,3.26000,4.210000,0.000000,62.95,750,0,,5594.00,0.93,0.94,[Fe/H],-0.222,4.48,5.130,,11.06166,80.63242,-17.8045000,449.9640000,2.1938100
3634,1,1,0,0,9.93143556,0.091500,2.160,5.31000,2.900000,0.000000,286.03,931,0,,5849.00,1.04,1.04,[Fe/H],0.376,4.42,4.070,,9.67745,69.76878,-6.4166000,1780.3800000,0.5335390
3635,1,1,0,0,3.48159251,0.043500,1.110,1.41000,5.670000,0.000000,421.61,1156,0,,5418.00,0.93,0.91,[Fe/H],-0.172,4.46,8.710,,10.39195,69.74208,8.2056200,450.0000000,1.2857742
3636,1,1,0,0,35.61760587,0.191600,5.270,24.10000,0.905000,0.000000,10.19,456,0,,5096.00,0.78,0.82,[Fe/H],-0.432,4.58,4.790,,13.55138,72.36887,0.7250750,3347.1600000,0.2633330
3637,1,1,0,0,7.40742793,0.074500,2.520,6.90000,2.370000,0.000000,439.78,938,0,,5934.00,1.10,1.07,[Fe/H],0.360,4.38,3.720,,9.21589,70.20931,-2.1567600,1705.9900000,0.5583630
3638,1,1,0,0,17.31716585,0.105400,3.100,9.80000,1.810000,0.000000,24.63,454,0,,5009.00,0.75,0.79,[Fe/H],-0.494,4.59,4.570,,7.37243,78.93478,34.9974000,721.0270000,1.3602000
3639,1,1,0,0,8.88491160,0.081800,11.770,3209.90000,11.000000,0.570000,106.48,767,0,K0 V,5200.00,0.89,0.91,[Fe/H],-0.215,4.50,6.200,19.18,9.71930,69.19995,-2.4491800,835.3560000,1.1689100
3640,1,2,0,0,9.42887179,0.093000,3.070,9.64000,1.830000,0.000000,255.74,1163,0,,6160.00,1.23,1.15,[Fe/H],0.344,4.32,3.090,,14.31346,75.37602,-3.5803100,1296.0200000,0.7428720
3641,1,2,0,0,4.08899022,0.053300,1.620,3.26000,4.210000,0.000000,778.59,1537,0,,6160.00,1.23,1.15,[Fe/H],0.344,4.32,3.090,,14.31346,75.37602,-3.5803100,1296.0200000,0.7428720
3642,1,1,0,0,17.44490636,0.126300,2.460,6.62000,2.440000,0.000000,39.01,679,0,,5387.00,0.84,0.87,[Fe/H],-0.264,4.54,4.470,,10.62831,77.28825,-2.4217900,760.4300000,1.2866600
3643,1,1,0,0,18.82747265,0.135300,2.810,8.30000,2.060000,0.000000,45.28,632,0,,5373.00,0.83,0.87,[Fe/H],-0.125,4.54,4.070,,9.53998,70.85949,9.0622400,1232.2900000,0.7839870
3644,1,1,0,0,5.74772501,0.054000,1.910,4.31000,3.400000,0.000000,41.67,641,0,,4346.00,0.65,0.68,[Fe/H],-0.865,4.65,3.630,,9.77228,70.67881,17.8765000,274.7670000,3.6107100
3645,1,1,0,0,14.55962370,0.116000,2.010,4.70000,3.180000,0.000000,216.47,758,0,,5935.00,1.08,1.06,[Fe/H],0.416,4.39,3.800,,8.79872,71.12324,-5.7133000,1770.2700000,0.5371990
3646,2,2,0,0,1.26909037,0.021400,1.760,3.75000,3.780000,0.000000,889.89,1331,0,,5043.00,0.77,0.82,[Fe/H],-0.457,4.58,4.900,,7.90120,75.35254,-18.6919000,399.0340000,2.4772500
3647,2,2,0,0,2.85313364,0.036700,1.260,2.13000,5.850000,0.000000,302.57,1016,0,,5043.00,0.77,0.82,[Fe/H],-0.457,4.58,4.900,,7.90120,75.35254,-18.6919000,399.0340000,2.4772500
3648,1,1,0,0,1.22486632,0.021900,1.120,1.46000,5.710000,0.000000,2174.33,1741,0,,5282.00,0.79,0.82,[Fe/H],-0.358,4.57,4.470,,12.12678,73.24253,3.3089800,852.0000000,0.5278727
3649,1,1,0,0,1.02267882,0.019000,1.360,2.42000,5.290000,0.000000,3345.45,1734,0,,6014.00,1.13,1.08,[Fe/H],0.160,4.37,3.310,,8.16092,75.54039,3.6543800,1068.6800000,0.9082280
3650,1,4,0,0,12.10971040,0.101900,2.480,6.71000,2.420000,0.000000,349.19,1005,0,,6228.00,1.42,1.16,[Fe/H],0.563,4.19,3.800,,10.42657,74.02528,-6.6902100,1502.3200000,0.6371630
3651,1,4,0,0,4.75793986,0.054700,1.690,3.50000,3.980000,0.000000,1211.82,1372,0,,6228.00,1.42,1.16,[Fe/H],0.563,4.19,3.800,,10.42657,74.02528,-6.6902100,1502.3200000,0.6371630
3652,1,4,0,0,20.49661970,0.144700,2.120,5.14000,2.960000,0.000000,173.17,843,0,,6228.00,1.42,1.16,[Fe/H],0.563,4.19,3.800,,10.42657,74.02528,-6.6902100,1502.3200000,0.6371630
3653,1,4,0,0,8.19347190,0.078500,1.530,2.96000,4.540000,0.000000,588.40,1144,0,,6228.00,1.42,1.16,[Fe/H],0.563,4.19,3.800,,10.42657,74.02528,-6.6902100,1502.3200000,0.6371630
3654,1,1,0,0,41.80598500,0.232900,2.270,5.77000,2.710000,0.000000,19.02,533,0,,5860.00,1.04,1.04,[Fe/H],0.061,4.42,3.890,,12.52759,73.25192,-8.0063300,1073.4800000,0.5971967
3655,1,1,0,0,1.54492980,0.027400,15.244,638.83830,1.100000,0.000000,3583.67,2140,0,F,6409.00,1.32,1.20,[Fe/H],0.451,4.20,0.620,,8.97802,73.05590,-2.5277200,822.9600000,1.1864200
3656,1,2,0,0,8.70419416,0.077200,3.060,9.59000,1.840000,0.000000,84.41,748,0,,5322.00,0.85,0.89,[Fe/H],-0.280,4.54,4.570,,15.37324,75.09507,1.8039700,792.3360000,1.2336400
3657,1,2,0,0,2.46697439,0.033300,1.480,2.79000,4.730000,0.000000,453.65,1139,0,,5322.00,0.85,0.89,[Fe/H],-0.280,4.54,4.570,,15.37324,75.09507,1.8039700,792.3360000,1.2336400
3658,1,1,0,0,10.12804789,0.087400,2.030,4.78000,3.140000,0.000000,95.45,767,0,,5706.00,0.93,0.95,[Fe/H],-0.117,4.48,4.070,,13.45143,75.93811,8.3338100,830.7070000,1.1751000
3659,1,1,0,0,3.77055210,0.049300,12.680,,,0.000000,1065.73,1302,0,,5944.00,1.08,1.06,[Fe/H],0.318,4.40,3.800,,14.29888,79.14986,-0.2844950,1898.2600000,0.4976000
3660,1,1,0,0,1.19655156,0.020500,1.220,1.98000,5.990000,0.000000,974.09,1414,0,,5166.00,0.80,0.84,[Fe/H],-0.334,4.57,4.790,,13.69152,79.24600,5.7313700,962.4590000,1.0109300
3661,1,1,0,0,7.33683936,0.072400,1.640,3.33000,4.150000,0.000000,160.46,875,0,,5557.00,0.89,0.92,[Fe/H],-0.136,4.51,4.170,,10.51710,80.91240,-4.8569000,1047.8400000,0.9261320
3662,1,1,0,0,27.66552260,0.175400,2.430,6.48000,2.480000,0.000000,48.95,641,1,,5901.00,1.06,1.05,[Fe/H],0.146,4.41,3.720,,19.32312,76.82872,11.7170000,1076.2800000,0.9003020
3663,1,1,0,0,6.10027804,0.066000,3.390,11.40000,1.610000,0.000000,227.15,990,0,,5992.00,1.15,1.10,[Fe/H],0.451,4.36,3.630,,8.90471,71.20838,0.5067510,2297.6200000,0.4094750
3664,1,1,0,0,161.52801010,0.587400,6.640,35.70000,0.670000,0.000000,9.37,366,0,,5694.00,0.94,0.96,[Fe/H],0.476,4.48,4.070,,10.06049,70.68283,-5.8176700,2251.0300000,0.4160480
3665,1,1,0,0,11.39100250,0.092000,1.790,3.86000,3.700000,0.000000,40.59,618,0,,5108.00,0.78,0.82,[Fe/H],-0.466,4.58,4.570,,8.45513,71.93296,-2.9918200,784.5600000,1.2468100
3666,1,2,0,0,7.42608998,0.077800,2.920,8.85000,1.950000,0.000000,241.13,1037,0,,6186.00,1.28,1.19,[Fe/H],0.179,4.30,2.880,,9.41260,71.38452,-6.8400300,1169.5700000,0.8268500
3667,1,2,0,0,15.98701740,0.129700,1.790,3.86000,3.700000,0.000000,86.76,803,0,,6186.00,1.28,1.19,[Fe/H],0.179,4.30,2.880,,9.41260,71.38452,-6.8400300,1169.5700000,0.8268500
3668,1,1,0,0,3.57878087,0.045010,10.761,136.66100,0.603000,0.000000,432.87,1440,0,G5 V,5520.00,0.99,0.95,[M/H],-0.046,4.42,7.500,,14.11880,75.85191,-0.4125370,639.4110000,1.5351800
3669,1,3,0,0,18.92540274,0.169400,2.300,5.90000,2.660000,0.000000,27.74,1171,0,,5598.00,0.92,0.94,[Fe/H],0.054,4.49,4.570,,13.82103,69.25204,-9.9987400,930.4570000,1.0461600
3670,1,3,0,0,1.47532231,0.030900,1.200,1.87000,5.950000,0.000000,833.59,2740,0,,5598.00,0.92,0.94,[Fe/H],0.054,4.49,4.570,,13.82103,69.25204,-9.9987400,930.4570000,1.0461600
3671,1,3,0,0,4.15244722,0.061600,1.400,2.54000,5.090000,0.000000,209.75,1941,0,,5598.00,0.92,0.94,[Fe/H],0.054,4.49,4.570,,13.82103,69.25204,-9.9987400,930.4570000,1.0461600
3672,1,1,0,0,8.73485836,0.084300,1.820,3.97000,3.620000,0.000000,339.30,890,0,,5906.00,1.05,1.03,[Fe/H],0.355,4.42,3.720,,13.02028,69.29811,-2.6643100,1393.8500000,0.6888040
3673,1,1,0,0,12.99207337,0.107100,1.820,3.97000,3.620000,0.000000,264.58,866,0,,5714.00,1.11,0.98,[Fe/H],0.475,4.33,8.130,,10.25091,70.79123,-3.9092200,1130.2100000,0.8562670
3674,1,1,0,0,3.74910006,0.047000,1.430,2.63000,4.940000,0.000000,490.71,1160,0,,5850.00,1.01,1.04,[Fe/H],0.095,4.45,2.820,,10.55969,70.45457,-4.7858300,547.0260000,1.7992400
3675,1,1,0,0,11.08957230,0.111400,3.170,10.20000,1.760000,0.000000,451.18,1422,0,,6403.00,2.42,1.57,[Fe/H],0.753,3.87,2.140,,10.52435,70.64753,-11.2372000,917.8040000,1.0611300
3676,1,1,0,0,0.97486893,0.018700,1.190,1.81000,5.900000,0.000000,1496.75,1612,0,,5468.00,0.84,0.92,[Fe/H],-0.267,4.56,1.860,,11.78814,73.97975,-25.4887000,398.6760000,2.4794200
3677,1,1,0,0,4.89718784,0.052300,1.280,2.18000,5.710000,0.000000,135.08,904,0,,5071.00,0.78,0.83,[Fe/H],-0.437,4.58,4.370,,14.58220,72.58052,7.4438600,727.9040000,1.3453700
3678,1,1,0,0,5.72812599,0.051900,1.470,2.76000,4.770000,0.000000,33.95,569,0,,4043.00,0.56,0.58,[Fe/H],-0.968,4.71,3.160,,18.67711,73.91733,8.1355000,443.1060000,2.2286000
3679,1,1,0,0,3.75574426,0.045300,1.680,3.46000,4.010000,0.000000,216.57,977,0,,5102.00,0.77,0.81,[Fe/H],-0.413,4.58,5.250,,15.47229,75.11678,-6.1290500,938.1680000,1.0376900
3680,2,1,0,0,7.09714223,0.053300,0.920,0.72100,5.090000,0.000000,15.03,425,0,,3804.00,0.44,0.46,[Fe/H],-1.234,4.81,3.890,,16.72400,74.66170,-24.4780000,283.1550000,3.5031300
3681,2,1,0,0,0.35500744,,1.121,1.96716,5.260000,0.000000,,2250,0,G,5089.00,0.75,0.84,[Fe/H],-0.498,4.60,0.625,,11.49947,77.25546,-16.1109000,124.3760000,8.0112600
3682,1,1,0,0,0.67737516,0.015000,0.890,0.64000,4.990000,0.000000,4572.56,2099,0,,5769.00,1.02,1.01,[Fe/H],0.017,4.42,4.900,,19.30376,73.61865,-7.4874200,557.6520000,0.6811920
3683,1,1,0,0,13.21407320,0.101900,2.890,8.70000,1.980000,0.000000,44.40,629,0,,5162.00,0.78,0.81,[Fe/H],-0.384,4.58,4.900,,16.58248,78.21693,-9.9787900,1064.4700000,0.9113240
3684,1,1,0,0,158.68533080,0.544400,3.210,10.40000,1.730000,0.000000,3.99,350,0,,5867.00,1.01,0.98,[Fe/H],0.110,4.42,5.250,,15.95896,78.87676,11.5120000,446.8440000,2.2094500
3685,1,2,0,0,4.29264638,0.049100,0.780,0.39900,4.620000,0.000000,229.10,991,0,,5521.00,0.89,0.93,[Fe/H],-0.231,4.51,3.890,,14.49447,79.23370,-3.5009100,516.0900000,1.9088700
3686,1,2,0,0,7.05395000,0.068400,2.332,6.04000,2.620000,0.000000,117.33,840,0,,5411.49,0.87,0.94,[M/H],-0.231,4.53,9.700,,14.49447,79.23370,-3.5009100,516.0900000,1.9088700
3687,1,1,0,0,31.59226460,0.196700,1.580,3.12000,4.350000,0.000000,194.38,688,0,,5674.00,1.32,1.00,[Fe/H],0.857,4.19,9.120,,11.53087,80.68512,-1.0641900,1303.7200000,0.7382170
3688,1,1,0,0,1.97376093,0.025000,13.020,,,0.000000,163.86,753,0,,4739.00,0.71,0.77,[Fe/H],-0.683,4.62,2.820,,10.08152,71.58933,-14.3560000,642.0510000,1.5300400
3689,1,1,0,0,53.52934870,0.254800,2.430,6.48000,2.480000,0.000000,3.66,348,0,,4838.00,0.74,0.81,[Fe/H],-0.583,4.61,2.510,,8.96715,72.28336,-10.6125000,485.3180000,2.0321000
3690,1,1,0,0,0.92831050,0.015900,1.280,2.18000,5.710000,0.000000,493.55,1115,0,,4248.00,0.62,0.65,[Fe/H],-0.895,4.67,3.390,,10.22219,71.21092,5.4219800,503.5680000,1.9579100
3691,1,1,0,0,8.39846269,0.083500,2.550,7.04000,2.330000,0.000000,357.19,984,0,,6159.00,1.23,1.16,[Fe/H],0.336,4.32,3.020,,11.39483,70.58601,-6.2851400,1775.8000000,0.5348830
3692,1,1,0,0,8.63847725,0.095100,2.120,5.14000,2.960000,0.000000,312.34,1419,0,,5870.00,1.02,1.01,[Fe/H],0.496,4.42,3.720,,7.44438,73.12426,1.4378700,1480.1600000,0.6474060
3693,1,4,0,0,13.48450000,0.117000,3.470,10.90000,1.430000,0.015000,205.40,929,1,,6174.00,1.30,1.17,[M/H],0.342,4.27,3.440,,7.23801,79.57854,-4.1004900,1020.7200000,0.9510890
3694,1,4,0,0,27.40290000,0.187000,3.720,5.90000,0.620000,0.030000,79.77,734,1,,6174.00,1.30,1.17,[M/H],0.342,4.27,3.440,,7.23801,79.57854,-4.1004900,1020.7200000,0.9510890
3695,1,4,0,0,52.09020000,0.287000,7.160,6.00000,0.090000,0.025000,33.87,592,1,,6174.00,1.30,1.17,[M/H],0.342,4.27,3.440,,7.23801,79.57854,-4.1004900,1020.7200000,0.9510890
